User_ID,Gender,Age,Occupation
1001906,F,26-35,5
1001991,M,26-35,20
1002045,F,0-17,0
1002422,F,51-55,9
1002542,F,46-50,13
1002543,F,36-45,0
1002584,F,55+,1
1002601,M,36-45,16
1002618,F,18-25,4
1002640,M,36-45,12
1003181,M,26-35,12
1003330,F,36-45,1
1003803,F,36-45,9
1004100,M,55+,6
1004385,M,26-35,4
1004527,M,18-25,0
1004612,F,18-25,4
1004955,M,55+,13
1005007,F,18-25,4
1005110,M,36-45,15
1005160,F,18-25,4
1005295,M,36-45,7
1005309,M,26-35,0
1005320,F,18-25,5
1005409,M,46-50,1
1005608,M,18-25,3
1006038,F,55+,1
1000455,F,36-45,2
1000527,F,26-35,2
1000640,M,18-25,4
1000703,F,55+,1
1001282,M,51-55,1
1001674,M,36-45,2
1004293,F,46-50,9
1004588,F,26-35,4
1004871,M,18-25,12
1004113,M,36-45,17
1005391,M,26-35,7
1001529,M,18-25,4
